key,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
JP_20,2020-05-13,1,,,,76,0,,
JP_21,2020-05-14,1,1,,,150,7,,
JP_22,2020-05-24,1,1,,,75,1,,
JP_23,2020-05-23,1,1,,,504,34,,
JP_24,2020-04-24,2,0,,,44,1,,
JP_25,2020-05-23,1,1,,,100,1,,
JP_26,2020-05-28,1,1,,,358,17,,
JP_27,2020-05-28,1,2,,,1782,82,,
JP_28,2020-05-28,1,1,,,699,41,,
JP_29,2020-05-27,1,1,,,87,2,,
JP_30,2020-05-12,1,1,,,63,3,,
JP_31,2020-04-18,2,,,,3,0,,
JP_32,2020-05-03,1,,,,24,0,,
JP_33,2020-05-11,1,,,,24,0,,
JP_34,2020-05-24,3,1,,,164,3,,
JP_35,2020-05-05,1,,,,36,0,,
JP_36,2020-04-28,2,1,,,5,1,,
JP_37,2020-04-20,2,,,,28,0,,
JP_38,2020-05-28,1,1,,,82,4,,
JP_39,2020-04-29,1,1,,,74,3,,
JP_40,2020-05-28,21,1,,,699,26,,
JP_41,2020-05-04,1,,,,45,0,,
JP_42,2020-04-25,57,1,,,165,1,,
JP_43,2020-05-09,1,1,,,47,3,,
JP_44,2020-04-21,5,1,,,60,1,,
JP_45,2020-04-11,1,,,,17,0,,
JP_46,2020-04-20,2,,,,10,0,,
JP_47,2020-05-12,1,1,,,142,6,,
KE,2020-05-27,123,3,,3077,1471,55,,67341
KG,2020-05-27,74,0,,,1594,16,,
KH,2020-05-27,0,0,,,124,0,,
KM,2020-05-27,0,1,,,87,2,,
KN,2020-05-27,0,0,,,15,0,,
KR,2020-05-27,79,0,,13401,11344,269,,852876
KR_11,2020-05-27,24,0,,,820,4,,
KR_26,2020-05-27,1,0,,,137,3,,
KR_27,2020-05-27,2,0,,,6895,156,,
KR_28,2020-05-27,22,,,,179,,,
KR_29,2020-04-16,2,,,,31,,,
KR_30,2020-05-22,1,0,,,51,1,,
KR_31,2020-05-21,1,0,,,48,1,,
KR_41,2020-05-27,21,0,,,794,19,,
KR_42,2020-05-25,0,1,,,55,3,,
KR_43,2020-05-25,1,,,,61,,,
KR_44,2020-05-27,1,,,,134,,,
KR_45,2020-05-19,1,,,,21,,,
KR_46,2020-05-14,1,,,,20,,,
KR_47,2020-05-27,1,0,,,1377,50,,
KR_48,2020-05-22,1,,,,120,,,
KR_49,2020-05-09,1,,,,15,,,
KR_50,2020-05-10,1,,,,53,,,
KW,2020-05-27,692,3,,,23267,175,,
KY,2020-05-27,3,0,,,140,1,,
KZ,2020-05-27,272,0,,23085,9576,37,,710352
LA,2020-05-27,0,0,,,19,0,,
LB,2020-05-27,21,0,,,1161,26,,
LC,2020-05-27,0,0,,,18,0,,
LI,2020-05-27,0,0,,,83,1,,
LK,2020-05-27,150,0,,,1469,10,,
LR,2020-05-27,0,1,,,266,27,,
LS,2020-05-27,0,0,,,2,0,,
LT,2020-05-27,8,1,,6174,1647,66,,281232
LU,2020-05-27,6,0,,1319,4001,110,,70148
LV,2020-05-27,4,1,,1955,1057,23,,103553
LY,2020-05-27,22,1,,,99,4,,
MA,2020-05-27,24,0,,5579,7601,202,,95536
MC,2020-05-27,0,0,,,98,5,,
MD,2020-05-27,232,7,,,7537,274,,
ME,2020-05-27,0,0,,,324,9,,
MG,2020-05-27,26,0,,,612,2,,
MK,2020-05-27,25,3,,,2040,119,,
ML,2020-05-27,39,0,,,1116,70,,
MM,2020-05-27,0,0,,1271,206,6,,21593
MN,2020-05-27,13,0,,,161,0,,
MP,2020-05-27,0,0,,,22,2,,
MR,2020-05-27,30,7,,,292,16,,
MS,2020-05-27,0,0,,,11,1,,
MT,2020-05-27,4,1,,,615,7,,
MU,2020-05-27,0,0,,,334,10,,
MV,2020-05-27,19,0,,861,1457,5,,20020
MW,2020-05-27,0,0,,,101,4,,
MX,2020-05-27,3463,463,,301,78023,8597,,203243
MX_AGU,2020-05-27,40,2,,,726,32,,
MX_BCN,2020-05-27,175,33,,,4659,773,,
MX_BCS,2020-05-27,8,0,,,542,32,,
MX_CAM,2020-05-27,34,4,,,583,70,,
MX_CHH,2020-05-27,78,14,,,1358,286,,
MX_CHP,2020-05-27,108,17,,,1362,101,,
MX_CMX,2020-05-27,966,147,,,26137,2313,,
MX_COA,2020-05-27,48,5,,,970,72,,
MX_COL,2020-05-27,11,2,,,125,21,,
MX_DUR,2020-05-27,29,5,,,272,32,,
MX_GRO,2020-05-27,55,21,,,1360,210,,
MX_GUA,2020-05-27,52,5,,,1248,101,,
MX_HID,2020-05-27,34,7,,,1459,247,,
MX_JAL,2020-05-27,58,3,,,1370,128,,
MX_MEX,2020-05-27,661,59,,,8906,1002,,
MX_MIC,2020-05-27,119,11,,,1641,143,,
MX_MOR,2020-05-27,37,2,,,1218,250,,
MX_NAY,2020-05-27,20,1,,,457,46,,
MX_NLE,2020-05-27,66,5,,,1293,76,,
MX_OAX,2020-05-27,35,7,,,1127,121,,
MX_PUE,2020-05-27,132,39,,,2475,307,,
MX_QUE,2020-05-27,47,5,,,835,89,,
MX_ROO,2020-05-27,46,19,,,1717,323,,
MX_SIN,2020-05-27,90,4,,,2917,431,,
MX_SLP,2020-05-27,52,5,,,794,46,,
MX_SON,2020-05-27,30,4,,,1526,88,,
MX_TAB,2020-05-27,129,12,,,3484,436,,
MX_TAM,2020-05-27,60,6,,,1373,95,,
MX_TLA,2020-05-27,90,1,,,953,135,,
MX_VER,2020-05-27,108,14,,,3281,430,,
MX_YUC,2020-05-27,35,4,,,1599,132,,
MX_ZAC,2020-05-27,10,0,,,256,29,,
MY,2020-05-27,15,0,,6574,7619,115,,519944
MY_01,2020-05-28,0,0,,,671,1,,
MY_02,2020-05-28,0,0,,,96,1,,
MY_03,2020-05-28,0,0,,,156,1,,
MY_04,2020-05-28,0,0,,,216,1,,
MY_05,2020-05-28,0,0,,,793,1,,
MY_06,2020-05-28,1,-2,,,345,1,,
MY_07,2020-05-28,0,0,,,121,2,,
MY_08,2020-05-28,0,0,,,255,2,,
MY_09,2020-05-28,0,0,,,18,1,,
MY_10,2020-05-28,2,-3,,,1845,2,,
MY_11,2020-05-28,0,0,,,111,1,,
MY_12,2020-05-28,0,0,,,344,1,,
MY_13,2020-05-28,0,0,,,552,3,,
MY_14,2020-05-28,7,1,,,1997,7,,
MY_15,2020-05-28,0,0,,,16,1,,
MY_16,2020-05-28,0,0,,,93,2,,
MZ,2020-05-27,14,0,,,227,1,,
"NA",2020-05-28,1,0,,,22,0,,
NC,2020-05-27,0,0,,,18,0,,
NE,2020-05-27,3,1,,,955,64,,
NG,2020-05-27,389,5,,1741,8733,254,,48544
NI,2020-05-27,0,0,,,759,35,,
NL,2020-05-27,190,15,,4158,45768,5871,,335524
NL_DR,2020-05-28,0,0,,,507,40,,
NL_DR_0106,2020-05-28,0,0,,,42,2,,
NL_DR_0109,2020-05-28,0,0,,,57,2,,
NL_DR_0114,2020-05-28,0,0,,,102,11,,
NL_DR_0118,2020-05-28,0,0,,,93,8,,
NL_DR_0119,2020-05-28,0,0,,,36,4,,
NL_DR_1680,2020-05-28,0,0,,,14,0,,
NL_DR_1681,2020-05-28,0,0,,,9,3,,
NL_DR_1690,2020-05-28,0,0,,,44,5,,
NL_DR_1699,2020-05-28,0,0,,,18,1,,
NL_DR_1701,2020-05-28,0,0,,,32,4,,
NL_DR_1730,2020-05-28,0,0,,,38,0,,
NL_DR_1731,2020-05-28,0,0,,,22,0,,
NL_FL,2020-05-28,4,2,,,915,87,,
NL_FL_0034,2020-05-28,2,1,,,420,30,,
NL_FL_0050,2020-05-28,2,0,,,44,5,,
NL_FL_0171,2020-05-28,0,0,,,81,10,,
NL_FL_0184,2020-05-28,0,0,,,82,4,,
NL_FL_0303,2020-05-28,0,0,,,120,11,,
NL_FL_0995,2020-05-28,0,1,,,168,27,,
NL_FR,2020-05-28,0,0,,,606,62,,
NL_FR_0059,2020-05-28,0,0,,,11,0,,
NL_FR_0060,2020-05-28,0,0,,,0,0,,
NL_FR_0072,2020-05-28,0,0,,,17,1,,
NL_FR_0074,2020-05-28,0,0,,,91,20,,
NL_FR_0080,2020-05-28,0,0,,,58,6,,
NL_FR_0085,2020-05-28,0,0,,,7,0,,
NL_FR_0086,2020-05-28,0,0,,,23,0,,
NL_FR_0088,2020-05-28,0,0,,,0,0,,
NL_FR_0090,2020-05-28,0,0,,,55,5,,
NL_FR_0093,2020-05-28,0,0,,,2,0,,
NL_FR_0096,2020-05-28,0,0,,,0,0,,
NL_FR_0098,2020-05-28,0,0,,,28,4,,
NL_FR_0737,2020-05-28,0,0,,,15,1,,
NL_FR_1891,2020-05-28,0,0,,,6,0,,
NL_FR_1900,2020-05-28,0,0,,,102,3,,
NL_FR_1940,2020-05-28,0,0,,,65,5,,
NL_FR_1949,2020-05-28,0,0,,,100,13,,
NL_FR_1970,2020-05-28,0,0,,,26,4,,
NL_GE,2020-05-28,39,3,,,5852,664,,
NL_GE_0197,2020-05-28,1,0,,,58,7,,
NL_GE_0200,2020-05-28,4,0,,,393,49,,
NL_GE_0202,2020-05-28,6,2,,,323,28,,
NL_GE_0203,2020-05-28,0,0,,,124,6,,
NL_GE_0209,2020-05-28,0,0,,,72,5,,
NL_GE_0213,2020-05-28,0,0,,,35,5,,
NL_GE_0214,2020-05-28,1,0,,,49,7,,
NL_GE_0216,2020-05-28,0,0,,,61,7,,
NL_GE_0221,2020-05-28,0,0,,,32,6,,
NL_GE_0222,2020-05-28,1,0,,,100,15,,
NL_GE_0225,2020-05-28,0,0,,,114,8,,
NL_GE_0226,2020-05-28,0,0,,,48,6,,
NL_GE_0228,2020-05-28,0,0,,,212,20,,
NL_GE_0230,2020-05-28,3,0,,,137,8,,
NL_GE_0232,2020-05-28,0,0,,,133,23,,
NL_GE_0233,2020-05-28,1,0,,,131,21,,
NL_GE_0243,2020-05-28,2,0,,,164,19,,
NL_GE_0244,2020-05-28,0,0,,,41,5,,
NL_GE_0246,2020-05-28,0,0,,,190,27,,
NL_GE_0252,2020-05-28,0,0,,,71,9,,
NL_GE_0262,2020-05-28,1,0,,,94,14,,
NL_GE_0263,2020-05-28,1,0,,,49,7,,
NL_GE_0267,2020-05-28,0,0,,,58,3,,
NL_GE_0268,2020-05-28,2,0,,,606,68,,
NL_GE_0269,2020-05-28,1,0,,,158,19,,
NL_GE_0273,2020-05-28,1,0,,,27,0,,
NL_GE_0274,2020-05-28,2,0,,,76,7,,
NL_GE_0275,2020-05-28,3,0,,,118,14,,
NL_GE_0277,2020-05-28,0,0,,,3,0,,
NL_GE_0279,2020-05-28,0,0,,,32,2,,
NL_GE_0281,2020-05-28,0,0,,,114,18,,
NL_GE_0285,2020-05-28,0,0,,,48,11,,
NL_GE_0289,2020-05-28,1,0,,,51,9,,
NL_GE_0293,2020-05-28,0,0,,,35,5,,
NL_GE_0294,2020-05-28,0,0,,,43,3,,
NL_GE_0296,2020-05-28,0,0,,,142,12,,
NL_GE_0297,2020-05-28,0,0,,,97,9,,
NL_GE_0299,2020-05-28,1,0,,,105,15,,
NL_GE_0301,2020-05-28,1,0,,,94,13,,
NL_GE_0302,2020-05-28,2,0,,,218,20,,
NL_GE_0668,2020-05-28,1,0,,,83,9,,
NL_GE_1509,2020-05-28,0,0,,,78,9,,
NL_GE_1586,2020-05-28,0,0,,,62,6,,
NL_GE_1705,2020-05-28,0,0,,,123,10,,
NL_GE_1734,2020-05-28,1,0,,,129,16,,
NL_GE_1740,2020-05-28,1,0,,,130,20,,
NL_GE_1859,2020-05-28,0,0,,,86,7,,
NL_GE_1876,2020-05-28,0,0,,,73,7,,
NL_GE_1945,2020-05-28,1,0,,,159,16,,
NL_GE_1955,2020-05-28,0,1,,,88,9,,
NL_GE_1960,2020-05-28,0,0,,,185,25,,
NL_GR,2020-05-28,1,0,,,347,17,,
NL_GR_0003,2020-05-28,0,0,,,5,0,,
NL_GR_0010,2020-05-28,0,0,,,17,0,,
NL_GR_0014,2020-05-28,0,0,,,165,3,,
NL_GR_0024,2020-05-28,0,0,,,2,0,,
NL_GR_0037,2020-05-28,1,0,,,8,2,,
NL_GR_0047,2020-05-28,0,0,,,8,0,,
NL_GR_0765,2020-05-28,0,0,,,5,0,,
NL_GR_1895,2020-05-28,0,0,,,13,2,,
NL_GR_1950,2020-05-28,0,0,,,6,0,,
NL_GR_1952,2020-05-28,0,0,,,32,3,,
NL_GR_1966,2020-05-28,0,0,,,29,3,,
NL_GR_1969,2020-05-28,0,0,,,57,4,,
NL_LI,2020-05-28,14,6,,,4652,729,,
NL_LI_0882,2020-05-28,0,0,,,140,13,,
NL_LI_0888,2020-05-28,0,0,,,44,5,,
NL_LI_0889,2020-05-28,0,0,,,41,8,,
NL_LI_0893,2020-05-28,0,0,,,23,2,,
NL_LI_0899,2020-05-28,2,1,,,102,16,,
NL_LI_0907,2020-05-28,0,0,,,55,10,,
NL_LI_0917,2020-05-28,0,0,,,369,53,,
NL_LI_0928,2020-05-28,0,0,,,202,33,,
NL_LI_0935,2020-05-28,4,4,,,873,134,,
NL_LI_0938,2020-05-28,2,0,,,110,12,,
NL_LI_0944,2020-05-28,0,0,,,36,5,,
NL_LI_0946,2020-05-28,0,0,,,50,7,,
NL_LI_0957,2020-05-28,0,0,,,130,22,,
NL_LI_0965,2020-05-28,0,0,,,46,5,,
NL_LI_0971,2020-05-28,0,0,,,115,15,,
NL_LI_0981,2020-05-28,0,0,,,30,1,,
NL_LI_0983,2020-05-28,1,0,,,300,62,,
NL_LI_0984,2020-05-28,0,0,,,102,17,,
NL_LI_0986,2020-05-28,0,0,,,45,7,,
NL_LI_0988,2020-05-28,1,0,,,131,14,,
NL_LI_0994,2020-05-28,0,0,,,86,7,,
NL_LI_1507,2020-05-28,0,0,,,120,24,,
NL_LI_1640,2020-05-28,0,0,,,181,32,,
NL_LI_1641,2020-05-28,1,0,,,104,14,,
NL_LI_1669,2020-05-28,0,0,,,48,7,,
NL_LI_1711,2020-05-28,0,1,,,92,16,,
NL_LI_1729,2020-05-28,1,0,,,76,14,,
NL_LI_1883,2020-05-28,0,0,,,400,61,,
NL_LI_1894,2020-05-28,1,0,,,268,64,,
NL_LI_1903,2020-05-28,0,0,,,165,27,,
NL_LI_1954,2020-05-28,1,0,,,168,22,,
NL_NB,2020-05-28,45,7,,,8921,1505,,
NL_NB_0743,2020-05-28,0,0,,,73,12,,
NL_NB_0744,2020-05-28,0,0,,,25,2,,
NL_NB_0748,2020-05-28,4,0,,,160,11,,
NL_NB_0753,2020-05-28,0,0,,,73,10,,
NL_NB_0755,2020-05-28,0,0,,,89,21,,
NL_NB_0756,2020-05-28,0,0,,,117,27,,
NL_NB_0757,2020-05-28,2,3,,,91,20,,
NL_NB_0758,2020-05-28,0,0,,,473,61,,
NL_NB_0762,2020-05-28,3,0,,,176,23,,
NL_NB_0766,2020-05-28,0,0,,,78,12,,
NL_NB_0770,2020-05-28,0,0,,,68,10,,
NL_NB_0772,2020-05-28,5,1,,,501,83,,
NL_NB_0777,2020-05-28,3,0,,,180,30,,
NL_NB_0779,2020-05-28,0,0,,,43,6,,
NL_NB_0784,2020-05-28,1,0,,,75,15,,
NL_NB_0785,2020-05-28,1,0,,,75,17,,
NL_NB_0786,2020-05-28,0,0,,,69,11,,
NL_NB_0788,2020-05-28,0,0,,,51,7,,
NL_NB_0794,2020-05-28,2,0,,,359,41,,
NL_NB_0796,2020-05-28,2,0,,,471,77,,
NL_NB_0797,2020-05-28,0,0,,,137,22,,
NL_NB_0798,2020-05-28,0,0,,,43,6,,
NL_NB_0809,2020-05-28,0,0,,,57,6,,
NL_NB_0815,2020-05-28,1,0,,,38,5,,
NL_NB_0820,2020-05-28,0,0,,,54,9,,
NL_NB_0823,2020-05-28,0,0,,,61,9,,
NL_NB_0824,2020-05-28,2,0,,,68,11,,
NL_NB_0826,2020-05-28,0,0,,,128,16,,
NL_NB_0828,2020-05-28,0,0,,,468,87,,
NL_NB_0840,2020-05-28,0,0,,,67,9,,
NL_NB_0845,2020-05-28,3,1,,,109,18,,
NL_NB_0847,2020-05-28,0,0,,,99,8,,
NL_NB_0848,2020-05-28,1,0,,,74,14,,
NL_NB_0851,2020-05-28,0,0,,,85,13,,
NL_NB_0855,2020-05-28,4,1,,,749,159,,
NL_NB_0856,2020-05-28,0,0,,,258,63,,
NL_NB_0858,2020-05-28,0,0,,,176,37,,
NL_NB_0861,2020-05-28,1,0,,,128,16,,
NL_NB_0865,2020-05-28,0,0,,,102,18,,
NL_NB_0866,2020-05-28,0,0,,,29,5,,
NL_NB_0867,2020-05-28,1,0,,,153,32,,
NL_NB_0873,2020-05-28,0,0,,,64,7,,
NL_NB_0879,2020-05-28,2,0,,,84,10,,
NL_NB_1652,2020-05-28,1,0,,,177,31,,
NL_NB_1655,2020-05-28,0,0,,,55,6,,
NL_NB_1658,2020-05-28,0,0,,,61,8,,
NL_NB_1659,2020-05-28,0,0,,,119,26,,
NL_NB_1667,2020-05-28,0,0,,,23,2,,
NL_NB_1674,2020-05-28,3,0,,,214,21,,
NL_NB_1684,2020-05-28,0,0,,,70,10,,
NL_NB_1685,2020-05-28,0,0,,,141,21,,
NL_NB_1702,2020-05-28,0,0,,,62,11,,
NL_NB_1706,2020-05-28,0,0,,,166,36,,
NL_NB_1709,2020-05-28,0,0,,,78,8,,
NL_NB_1719,2020-05-28,0,0,,,66,8,,
NL_NB_1721,2020-05-28,1,1,,,270,65,,
NL_NB_1723,2020-05-28,0,0,,,46,5,,
NL_NB_1724,2020-05-28,0,0,,,55,5,,
NL_NB_1728,2020-05-28,0,0,,,66,8,,
NL_NB_1771,2020-05-28,0,0,,,107,16,,
NL_NB_1948,2020-05-28,1,0,,,542,131,,
NL_NB_1959,2020-05-28,1,0,,,125,11,,
NL_NH,2020-05-28,15,2,,,6638,796,,
NL_NH_0358,2020-05-28,0,0,,,39,3,,
NL_NH_0361,2020-05-28,0,0,,,243,30,,
NL_NH_0362,2020-05-28,0,0,,,307,35,,
NL_NH_0363,2020-05-28,7,2,,,2329,271,,
NL_NH_0370,2020-05-28,0,0,,,12,1,,
NL_NH_0373,2020-05-28,0,0,,,86,4,,
NL_NH_0375,2020-05-28,0,0,,,77,10,,
NL_NH_0376,2020-05-28,0,0,,,27,2,,
NL_NH_0377,2020-05-28,0,0,,,49,5,,
NL_NH_0383,2020-05-28,0,0,,,79,9,,
NL_NH_0384,2020-05-28,0,0,,,102,14,,
NL_NH_0385,2020-05-28,2,0,,,117,3,,
NL_NH_0388,2020-05-28,0,0,,,29,4,,
NL_NH_0392,2020-05-28,2,0,,,279,54,,
NL_NH_0394,2020-05-28,-1,0,,,270,27,,
NL_NH_0396,2020-05-28,0,0,,,83,10,,
NL_NH_0397,2020-05-28,0,0,,,89,32,,
NL_NH_0398,2020-05-28,0,0,,,143,9,,
NL_NH_0399,2020-05-28,0,0,,,48,8,,
NL_NH_0400,2020-05-28,0,0,,,37,2,,
NL_NH_0402,2020-05-28,2,0,,,194,25,,
NL_NH_0405,2020-05-28,0,0,,,87,12,,
NL_NH_0406,2020-05-28,1,0,,,125,10,,
NL_NH_0415,2020-05-28,0,0,,,23,3,,
NL_NH_0416,2020-05-28,0,0,,,45,4,,
NL_NH_0417,2020-05-28,0,0,,,26,2,,
NL_NH_0420,2020-05-28,0,0,,,70,6,,
NL_NH_0431,2020-05-28,0,0,,,26,2,,
NL_NH_0432,2020-05-28,0,0,,,8,1,,
NL_NH_0437,2020-05-28,0,0,,,33,0,,
NL_NH_0439,2020-05-28,0,0,,,215,33,,
NL_NH_0441,2020-05-28,0,0,,,74,10,,
NL_NH_0448,2020-05-28,0,0,,,11,2,,
NL_NH_0450,2020-05-28,0,0,,,23,1,,
NL_NH_0451,2020-05-28,1,0,,,51,2,,
NL_NH_0453,2020-05-28,1,0,,,262,39,,
NL_NH_0457,2020-05-28,0,0,,,77,11,,
NL_NH_0473,2020-05-28,0,0,,,32,8,,
NL_NH_0479,2020-05-28,0,0,,,410,48,,
NL_NH_0498,2020-05-28,0,0,,,43,8,,
NL_NH_0532,2020-05-28,0,0,,,48,5,,
NL_NH_0852,2020-05-28,0,0,,,30,4,,
NL_NH_0880,2020-05-28,0,0,,,45,6,,
NL_NH_1598,2020-05-28,0,0,,,34,6,,
NL_NH_1696,2020-05-28,0,0,,,32,0,,
NL_NH_1911,2020-05-28,0,0,,,62,6,,
NL_NH_1942,2020-05-28,0,0,,,107,9,,
NL_OV,2020-05-28,5,2,,,2972,304,,
NL_OV_0141,2020-05-28,0,0,,,92,9,,
NL_OV_0147,2020-05-28,0,0,,,50,6,,
NL_OV_0148,2020-05-28,0,0,,,77,6,,
NL_OV_0150,2020-05-28,1,0,,,265,32,,
NL_OV_0153,2020-05-28,0,0,,,227,24,,
NL_OV_0158,2020-05-28,0,0,,,55,7,,
NL_OV_0160,2020-05-28,0,0,,,170,8,,
NL_OV_0163,2020-05-28,0,2,,,95,12,,
NL_OV_0164,2020-05-28,0,0,,,123,19,,
NL_OV_0166,2020-05-28,3,0,,,336,26,,
NL_OV_0168,2020-05-28,0,0,,,23,0,,
NL_OV_0173,2020-05-28,0,0,,,50,7,,
NL_OV_0175,2020-05-28,0,0,,,50,2,,
NL_OV_0177,2020-05-28,0,0,,,151,18,,
NL_OV_0180,2020-05-28,0,0,,,59,4,,
NL_OV_0183,2020-05-28,0,0,,,79,5,,
NL_OV_0189,2020-05-28,0,0,,,49,6,,
NL_OV_0193,2020-05-28,1,0,,,349,46,,
NL_OV_1700,2020-05-28,0,0,,,61,2,,
NL_OV_1708,2020-05-28,0,0,,,87,5,,
NL_OV_1735,2020-05-28,0,0,,,63,4,,
NL_OV_1742,2020-05-28,0,0,,,197,20,,
NL_OV_1773,2020-05-28,0,0,,,52,8,,
NL_OV_1774,2020-05-28,0,0,,,71,10,,
NL_OV_1896,2020-05-28,0,0,,,141,18,,
NL_UT,2020-05-28,21,3,,,3535,405,,
NL_UT_0307,2020-05-28,0,0,,,209,23,,
NL_UT_0308,2020-05-28,0,0,,,57,8,,
NL_UT_0310,2020-05-28,0,1,,,171,22,,
NL_UT_0312,2020-05-28,0,0,,,43,1,,
NL_UT_0313,2020-05-28,0,0,,,62,7,,
NL_UT_0317,2020-05-28,0,0,,,17,1,,
NL_UT_0321,2020-05-28,0,0,,,129,13,,
NL_UT_0327,2020-05-28,1,0,,,50,5,,
NL_UT_0331,2020-05-28,1,0,,,64,8,,
NL_UT_0335,2020-05-28,0,0,,,40,5,,
NL_UT_0339,2020-05-28,0,0,,,19,5,,
NL_UT_0340,2020-05-28,0,0,,,42,6,,
NL_UT_0342,2020-05-28,0,1,,,85,12,,
NL_UT_0344,2020-05-28,12,1,,,1041,106,,
NL_UT_0345,2020-05-28,0,0,,,173,10,,
NL_UT_0351,2020-05-28,0,0,,,31,2,,
NL_UT_0352,2020-05-28,1,0,,,35,1,,
NL_UT_0353,2020-05-28,0,0,,,140,33,,
NL_UT_0355,2020-05-28,1,0,,,174,22,,
NL_UT_0356,2020-05-28,1,0,,,146,14,,
NL_UT_0589,2020-05-28,0,0,,,58,8,,
NL_UT_0632,2020-05-28,1,0,,,169,20,,
NL_UT_0736,2020-05-28,1,0,,,98,11,,
NL_UT_1581,2020-05-28,1,0,,,108,14,,
NL_UT_1904,2020-05-28,1,0,,,115,11,,
NL_UT_1961,2020-05-28,0,0,,,259,37,,
NL_ZE,2020-05-28,3,0,,,674,65,,
NL_ZE_0654,2020-05-28,0,0,,,27,0,,
NL_ZE_0664,2020-05-28,0,0,,,71,11,,
NL_ZE_0677,2020-05-28,0,0,,,30,5,,
NL_ZE_0678,2020-05-28,0,0,,,23,1,,
NL_ZE_0687,2020-05-28,0,0,,,59,10,,
NL_ZE_0703,2020-05-28,0,0,,,30,2,,
NL_ZE_0715,2020-05-28,0,0,,,115,4,,
NL_ZE_0716,2020-05-28,0,0,,,148,15,,
NL_ZE_0717,2020-05-28,0,0,,,27,2,,
NL_ZE_0718,2020-05-28,0,0,,,50,5,,
NL_ZE_1676,2020-05-28,3,0,,,67,6,,
NL_ZE_1695,2020-05-28,0,0,,,10,0,,
NL_ZE_1714,2020-05-28,0,0,,,17,4,,
NL_ZH,2020-05-28,39,7,,,9870,1212,,
NL_ZH_0482,2020-05-28,0,0,,,42,4,,
NL_ZH_0484,2020-05-28,0,0,,,197,24,,
NL_ZH_0489,2020-05-28,0,0,,,128,12,,
NL_ZH_0501,2020-05-28,0,0,,,32,0,,
NL_ZH_0502,2020-05-28,3,0,,,287,52,,
NL_ZH_0503,2020-05-28,0,0,,,138,12,,
NL_ZH_0505,2020-05-28,4,2,,,468,49,,
NL_ZH_0512,2020-05-28,0,0,,,148,15,,
NL_ZH_0513,2020-05-28,0,0,,,241,40,,
NL_ZH_0518,2020-05-28,15,1,,,1441,217,,
NL_ZH_0523,2020-05-28,0,0,,,34,2,,
NL_ZH_0530,2020-05-28,0,1,,,65,3,,
NL_ZH_0531,2020-05-28,0,0,,,58,5,,
NL_ZH_0534,2020-05-28,0,0,,,33,2,,
NL_ZH_0537,2020-05-28,1,0,,,192,14,,
NL_ZH_0542,2020-05-28,0,0,,,75,7,,
NL_ZH_0546,2020-05-28,0,0,,,152,18,,
NL_ZH_0547,2020-05-28,0,0,,,32,6,,
NL_ZH_0553,2020-05-28,0,0,,,26,2,,
NL_ZH_0556,2020-05-28,0,0,,,62,4,,
NL_ZH_0569,2020-05-28,0,0,,,48,4,,
NL_ZH_0575,2020-05-28,0,0,,,46,3,,
NL_ZH_0579,2020-05-28,0,0,,,41,3,,
NL_ZH_0590,2020-05-28,0,1,,,70,7,,
NL_ZH_0597,2020-05-28,1,0,,,131,15,,
NL_ZH_0599,2020-05-28,6,1,,,2363,332,,
NL_ZH_0603,2020-05-28,1,0,,,123,22,,
NL_ZH_0606,2020-05-28,0,0,,,234,23,,
NL_ZH_0610,2020-05-28,0,0,,,58,5,,
NL_ZH_0613,2020-05-28,0,0,,,97,8,,
NL_ZH_0614,2020-05-28,0,0,,,25,0,,
NL_ZH_0622,2020-05-28,1,0,,,268,29,,
NL_ZH_0626,2020-05-28,0,0,,,61,10,,
NL_ZH_0627,2020-05-28,1,0,,,72,7,,
NL_ZH_0629,2020-05-28,0,0,,,51,12,,
NL_ZH_0637,2020-05-28,-1,0,,,189,12,,
NL_ZH_0638,2020-05-28,0,0,,,12,1,,
NL_ZH_0642,2020-05-28,1,0,,,151,19,,
NL_ZH_1525,2020-05-28,0,0,,,53,2,,
NL_ZH_1621,2020-05-28,1,0,,,179,24,,
NL_ZH_1783,2020-05-28,1,0,,,258,29,,
NL_ZH_1842,2020-05-28,0,0,,,18,0,,
NL_ZH_1884,2020-05-28,0,0,,,28,2,,
NL_ZH_1892,2020-05-28,0,0,,,128,20,,
NL_ZH_1901,2020-05-28,0,0,,,57,1,,
NL_ZH_1916,2020-05-28,0,0,,,111,14,,
NL_ZH_1924,2020-05-28,0,0,,,260,33,,
NL_ZH_1926,2020-05-28,0,0,,,118,15,,
NL_ZH_1930,2020-05-28,1,0,,,175,17,,
NL_ZH_1931,2020-05-28,1,1,,,175,27,,
NL_ZH_1963,2020-05-28,1,0,,,301,20,,
NL_ZH_1978,2020-05-28,1,0,,,118,8,,
NO,2020-05-27,19,0,,3061,8383,235,,239864
NO_03,2020-05-28,5,,,,2625,,,
NO_11,2020-05-28,0,,,,437,,,
NO_15,2020-05-28,1,,,,134,,,
NO_18,2020-05-28,0,,,,121,,,
NO_30,2020-05-28,8,,,,2290,,,
NO_34,2020-05-28,2,,,,497,,,
NO_38,2020-05-28,0,,,,287,,,
NO_42,2020-05-28,0,,,,338,,,
NO_46,2020-05-28,0,,,,883,,,
NO_50,2020-05-28,2,,,,536,,,
